Index	Plate	Plate ID	Row	Column	Compound A	Conc. A [uM]	Compound B	Conc. B [uM]	Well Type	Masked	Well Tags	Raw	Normalized
251	1	ETECS02 IDH2_1	K	11	SW197450-6	1.001442	SW197450-6	1.001442	Compound			772240	-49.75213
252	1	ETECS02 IDH2_1	K	12	SW197450-6	0.3169121	SW197450-6	1.001442	Compound			777560	-49.3938
253	1	ETECS02 IDH2_1	K	13	SW197450-6	0.1002886	SW197450-6	1.001442	Compound			817240	-46.72109
254	1	ETECS02 IDH2_1	K	14	SW197450-6	0.03173691	SW197450-6	1.001442	Compound			850320	-44.49294
255	1	ETECS02 IDH2_1	K	15	SW197450-6	0.01004332	SW197450-6	1.001442	Compound			794280	-48.2676
256	1	ETECS02 IDH2_1	K	16	SW197450-6	0	SW197450-6	1.001442	Compound			848200	-44.63574
257	1	ETECS02 IDH2_1	K	17		-		-	Blank Control			2227880	48.29454
258	1	ETECS02 IDH2_1	K	18		-		-	Blank Control			2106080	40.09053
259	1	ETECS02 IDH2_1	K	19		-		-	Blank Control			2206960	46.88544
260	1	ETECS02 IDH2_1	K	20		-		-	Inhibitor Control			31720	-99.63089
261	1	ETECS02 IDH2_1	K	21		-		-	Inhibitor Control			26240	-100
262	1	ETECS02 IDH2_1	K	22		-		-	Neutral Control			1629280	7.974998
263	1	ETECS02 IDH2_1	K	23		-		-	Neutral Control			1699120	12.67917
264	1	ETECS02 IDH2_1	K	24		-		-	Neutral Control			1423960	-5.854618
265	1	ETECS02 IDH2_1	L	1	SW218076-3	50	SW218076-3	3.616898	Compound			251440	-84.83134
266	1	ETECS02 IDH2_1	L	2	SW218076-3	20.83333	SW218076-3	3.616898	Compound			635960	-58.93146
267	1	ETECS02 IDH2_1	L	3	SW218076-3	8.680555	SW218076-3	3.616898	Compound			781720	-49.11359
268	1	ETECS02 IDH2_1	L	4	SW218076-3	3.616898	SW218076-3	3.616898	Compound			786880	-48.76603
269	1	ETECS02 IDH2_1	L	5	SW218076-3	1.507041	SW218076-3	3.616898	Compound			941800	-38.33118
270	1	ETECS02 IDH2_1	L	6	SW218076-3	0.6279337	SW218076-3	3.616898	Compound			965920	-36.70654
271	1	ETECS02 IDH2_1	L	7	SW218076-3	0.2616391	SW218076-3	3.616898	Compound			1029640	-32.41459
272	1	ETECS02 IDH2_1	L	8	SW218076-3	0	SW218076-3	3.616898	Compound			1016320	-33.31178
273	1	ETECS02 IDH2_1	L	9	SW197450-6	10	SW197450-6	0.3169121	Compound			489400	-68.80322
274	1	ETECS02 IDH2_1	L	10	SW197450-6	3.164557	SW197450-6	0.3169121	Compound			697680	-54.77422
275	1	ETECS02 IDH2_1	L	11	SW197450-6	1.001442	SW197450-6	0.3169121	Compound			768480	-50.00539
276	1	ETECS02 IDH2_1	L	12	SW197450-6	0.3169121	SW197450-6	0.3169121	Compound			828520	-45.96131
277	1	ETECS02 IDH2_1	L	13	SW197450-6	0.1002886	SW197450-6	0.3169121	Compound			797600	-48.04397
278	1	ETECS02 IDH2_1	L	14	SW197450-6	0.03173691	SW197450-6	0.3169121	Compound			804520	-47.57787
279	1	ETECS02 IDH2_1	L	15	SW197450-6	0.01004332	SW197450-6	0.3169121	Compound			791760	-48.43733
280	1	ETECS02 IDH2_1	L	16	SW197450-6	0	SW197450-6	0.3169121	Compound			893240	-41.60201
281	1	ETECS02 IDH2_1	L	17		-		-	Blank Control			2442680	62.76269
282	1	ETECS02 IDH2_1	L	18		-		-	Blank Control			2252120	49.92726
283	1	ETECS02 IDH2_1	L	19		-		-	Blank Control			2264760	50.77864
284	1	ETECS02 IDH2_1	L	20		-		-	Inhibitor Control			28840	-99.82487
285	1	ETECS02 IDH2_1	L	21		-		-	Inhibitor Control			26120	-100.0081
286	1	ETECS02 IDH2_1	L	22		-		-	Neutral Control			1594480	5.630995
287	1	ETECS02 IDH2_1	L	23		-		-	Neutral Control			1572480	4.149154
288	1	ETECS02 IDH2_1	L	24		-		-	Neutral Control			1292160	-14.73219
289	1	ETECS02 IDH2_1	M	1	SW218076-3	50	SW218076-3	1.507041	Compound			206040	-87.88932
290	1	ETECS02 IDH2_1	M	2	SW218076-3	20.83333	SW218076-3	1.507041	Compound			619840	-60.01725
291	1	ETECS02 IDH2_1	M	3	SW218076-3	8.680555	SW218076-3	1.507041	Compound			763680	-50.3287
292	1	ETECS02 IDH2_1	M	4	SW218076-3	3.616898	SW218076-3	1.507041	Compound			878600	-42.5881
293	1	ETECS02 IDH2_1	M	5	SW218076-3	1.507041	SW218076-3	1.507041	Compound			1044600	-31.40694
294	1	ETECS02 IDH2_1	M	6	SW218076-3	0.6279337	SW218076-3	1.507041	Compound			1234800	-18.59575
295	1	ETECS02 IDH2_1	M	7	SW218076-3	0.2616391	SW218076-3	1.507041	Compound			1228560	-19.01606
296	1	ETECS02 IDH2_1	M	8	SW218076-3	0	SW218076-3	1.507041	Compound			1492440	-1.242052
297	1	ETECS02 IDH2_1	M	9	SW197450-6	10	SW197450-6	0.1002886	Compound			525080	-66.39994
298	1	ETECS02 IDH2_1	M	10	SW197450-6	3.164557	SW197450-6	0.1002886	Compound			686840	-55.50437
299	1	ETECS02 IDH2_1	M	11	SW197450-6	1.001442	SW197450-6	0.1002886	Compound			864760	-43.52032
300	1	ETECS02 IDH2_1	M	12	SW197450-6	0.3169121	SW197450-6	0.1002886	Compound			839560	-45.2177
301	1	ETECS02 IDH2_1	M	13	SW197450-6	0.1002886	SW197450-6	0.1002886	Compound			808440	-47.31383
302	1	ETECS02 IDH2_1	M	14	SW197450-6	0.03173691	SW197450-6	0.1002886	Compound			898680	-41.23559
303	1	ETECS02 IDH2_1	M	15	SW197450-6	0.01004332	SW197450-6	0.1002886	Compound			942360	-38.29346
304	1	ETECS02 IDH2_1	M	16	SW197450-6	0	SW197450-6	0.1002886	Compound			958800	-37.18612
305	1	ETECS02 IDH2_1	M	17		-		-	Blank Control			2362080	57.33377
306	1	ETECS02 IDH2_1	M	18		-		-	Blank Control			2330880	55.23225
307	1	ETECS02 IDH2_1	M	19		-		-	Blank Control			2128560	41.6047
308	1	ETECS02 IDH2_1	M	20		-		-	Inhibitor Control			27680	-99.90301
309	1	ETECS02 IDH2_1	M	21		-		-	Inhibitor Control			26240	-100
310	1	ETECS02 IDH2_1	M	22		-		-	Neutral Control			1601320	6.091713
311	1	ETECS02 IDH2_1	M	23		-		-	Neutral Control			1509840	-0.07005066
312	1	ETECS02 IDH2_1	M	24		-		-	Neutral Control			1294080	-14.60287
313	1	ETECS02 IDH2_1	N	1	SW218076-3	50	SW218076-3	0.6279337	Compound			255680	-84.54575
314	1	ETECS02 IDH2_1	N	2	SW218076-3	20.83333	SW218076-3	0.6279337	Compound			563240	-63.82962
315	1	ETECS02 IDH2_1	N	3	SW218076-3	8.680555	SW218076-3	0.6279337	Compound			790440	-48.52625
316	1	ETECS02 IDH2_1	N	4	SW218076-3	3.616898	SW218076-3	0.6279337	Compound			972720	-36.24852
317	1	ETECS02 IDH2_1	N	5	SW218076-3	1.507041	SW218076-3	0.6279337	Compound			1366880	-9.699322
318	1	ETECS02 IDH2_1	N	6	SW218076-3	0.6279337	SW218076-3	0.6279337	Compound			1435160	-5.100226
319	1	ETECS02 IDH2_1	N	7	SW218076-3	0.2616391	SW218076-3	0.6279337	Compound			1483680	-1.832094
320	1	ETECS02 IDH2_1	N	8	SW218076-3	0	SW218076-3	0.6279337	Compound			1518560	0.5172971
321	1	ETECS02 IDH2_1	N	9	SW197450-6	10	SW197450-6	0.03173691	Compound			479840	-69.44714
322	1	ETECS02 IDH2_1	N	10	SW197450-6	3.164557	SW197450-6	0.03173691	Compound			718960	-53.34088
323	1	ETECS02 IDH2_1	N	11	SW197450-6	1.001442	SW197450-6	0.03173691	Compound			813920	-46.94472
324	1	ETECS02 IDH2_1	N	12	SW197450-6	0.3169121	SW197450-6	0.03173691	Compound			817640	-46.69415
325	1	ETECS02 IDH2_1	N	13	SW197450-6	0.1002886	SW197450-6	0.03173691	Compound			889480	-41.85527
326	1	ETECS02 IDH2_1	N	14	SW197450-6	0.03173691	SW197450-6	0.03173691	Compound			1155560	-23.93307
327	1	ETECS02 IDH2_1	N	15	SW197450-6	0.01004332	SW197450-6	0.03173691	Compound			1373520	-9.252075
328	1	ETECS02 IDH2_1	N	16	SW197450-6	0	SW197450-6	0.03173691	Compound			1458920	-3.499839
329	1	ETECS02 IDH2_1	N	17		-		-	Blank Control			2233120	48.64748
330	1	ETECS02 IDH2_1	N	18		-		-	Blank Control			2196800	46.2011
331	1	ETECS02 IDH2_1	N	19		-		-	Blank Control			2244880	49.4396
332	1	ETECS02 IDH2_1	N	20		-		-	Inhibitor Control			27800	-99.89493
333	1	ETECS02 IDH2_1	N	21		-		-	Inhibitor Control			22600	-100.2452
334	1	ETECS02 IDH2_1	N	22		-		-	Neutral Control			1511920	0.07005066
335	1	ETECS02 IDH2_1	N	23		-		-	Neutral Control			1562080	3.448648
336	1	ETECS02 IDH2_1	N	24		-		-	Neutral Control			1371120	-9.413731
337	1	ETECS02 IDH2_1	O	1	SW218076-3	50	SW218076-3	0.2616391	Compound			326960	-79.74459
338	1	ETECS02 IDH2_1	O	2	SW218076-3	20.83333	SW218076-3	0.2616391	Compound			644840	-58.33334
339	1	ETECS02 IDH2_1	O	3	SW218076-3	8.680555	SW218076-3	0.2616391	Compound			790000	-48.55588
340	1	ETECS02 IDH2_1	O	4	SW218076-3	3.616898	SW218076-3	0.2616391	Compound			993040	-34.87984
341	1	ETECS02 IDH2_1	O	5	SW218076-3	1.507041	SW218076-3	0.2616391	Compound			1246040	-17.83867
342	1	ETECS02 IDH2_1	O	6	SW218076-3	0.6279337	SW218076-3	0.2616391	Compound			1463160	-3.214247
343	1	ETECS02 IDH2_1	O	7	SW218076-3	0.2616391	SW218076-3	0.2616391	Compound			1490480	-1.374071
344	1	ETECS02 IDH2_1	O	8	SW218076-3	0	SW218076-3	0.2616391	Compound			1645800	9.087726
345	1	ETECS02 IDH2_1	O	9	SW197450-6	10	SW197450-6	0.01004332	Compound			503560	-67.84945
346	1	ETECS02 IDH2_1	O	10	SW197450-6	3.164557	SW197450-6	0.01004332	Compound			696840	-54.8308
347	1	ETECS02 IDH2_1	O	11	SW197450-6	1.001442	SW197450-6	0.01004332	Compound			716520	-53.50523
348	1	ETECS02 IDH2_1	O	12	SW197450-6	0.3169121	SW197450-6	0.01004332	Compound			767600	-50.06466
349	1	ETECS02 IDH2_1	O	13	SW197450-6	0.1002886	SW197450-6	0.01004332	Compound			882000	-42.35909
350	1	ETECS02 IDH2_1	O	14	SW197450-6	0.03173691	SW197450-6	0.01004332	Compound			1232520	-18.74933
351	1	ETECS02 IDH2_1	O	15	SW197450-6	0.01004332	SW197450-6	0.01004332	Compound			1560800	3.362432
352	1	ETECS02 IDH2_1	O	16	SW197450-6	0	SW197450-6	0.01004332	Compound			1609640	6.652118
353	1	ETECS02 IDH2_1	O	17		-		-	Blank Control			2160360	43.74664
354	1	ETECS02 IDH2_1	O	18		-		-	Blank Control			2228000	48.30262
355	1	ETECS02 IDH2_1	O	19		-		-	Blank Control			2300680	53.19809
356	1	ETECS02 IDH2_1	O	20		-		-	Inhibitor Control			26240	-100
357	1	ETECS02 IDH2_1	O	21		-		-	Inhibitor Control			20920	-100.3583
358	1	ETECS02 IDH2_1	O	22		-		-	Neutral Control			1484200	-1.797069
359	1	ETECS02 IDH2_1	O	23		-		-	Neutral Control			1543720	2.211984
360	1	ETECS02 IDH2_1	O	24		-		-	Neutral Control			1313880	-13.26921
361	1	ETECS02 IDH2_1	P	1	SW218076-3	50	SW218076-3	0	Compound			324000	-79.94396
362	1	ETECS02 IDH2_1	P	2	SW218076-3	20.83333	SW218076-3	0	Compound			550520	-64.68639
363	1	ETECS02 IDH2_1	P	3	SW218076-3	8.680555	SW218076-3	0	Compound			690800	-55.23764
364	1	ETECS02 IDH2_1	P	4	SW218076-3	3.616898	SW218076-3	0	Compound			878160	-42.61774
365	1	ETECS02 IDH2_1	P	5	SW218076-3	1.507041	SW218076-3	0	Compound			1154240	-24.02199
366	1	ETECS02 IDH2_1	P	6	SW218076-3	0.6279337	SW218076-3	0	Compound			1281520	-15.44886
367	1	ETECS02 IDH2_1	P	7	SW218076-3	0.2616391	SW218076-3	0	Compound			1330320	-12.16187
368	1	ETECS02 IDH2_1	P	8	SW218076-3	0	SW218076-3	0	Compound			1742920	15.62938
369	1	ETECS02 IDH2_1	P	9	SW197450-6	10	SW197450-6	0	Compound			495320	-68.40446
370	1	ETECS02 IDH2_1	P	10	SW197450-6	3.164557	SW197450-6	0	Compound			655240	-57.63283
371	1	ETECS02 IDH2_1	P	11	SW197450-6	1.001442	SW197450-6	0	Compound			679840	-55.97586
372	1	ETECS02 IDH2_1	P	12	SW197450-6	0.3169121	SW197450-6	0	Compound			730600	-52.55685
373	1	ETECS02 IDH2_1	P	13	SW197450-6	0.1002886	SW197450-6	0	Compound			814520	-46.9043
374	1	ETECS02 IDH2_1	P	14	SW197450-6	0.03173691	SW197450-6	0	Compound			1416880	-6.331501
375	1	ETECS02 IDH2_1	P	15	SW197450-6	0.01004332	SW197450-6	0	Compound			1582120	4.79847
376	1	ETECS02 IDH2_1	P	16	SW197450-6	0	SW197450-6	0	Compound			1585080	4.997845
377	1	ETECS02 IDH2_1	P	17		-		-	Blank Control			2053000	36.51525
378	1	ETECS02 IDH2_1	P	18		-		-	Blank Control			1950560	29.61526
379	1	ETECS02 IDH2_1	P	19		-		-	Blank Control			2029480	34.93103
380	1	ETECS02 IDH2_1	P	20		-		-	Inhibitor Control			24280	-100.132
381	1	ETECS02 IDH2_1	P	21		-		-	Inhibitor Control			21800	-100.2991
382	1	ETECS02 IDH2_1	P	22		-		-	Neutral Control			1452200	-3.952473
383	1	ETECS02 IDH2_1	P	23		-		-	Neutral Control			1379680	-8.837159
384	1	ETECS02 IDH2_1	P	24		-		-	Neutral Control			1255520	-17.20013
385	2	ETECS02 IDH2_2	A	1	SW197746-5	0.5	SW218076-3	50	Compound			111320	-95.13757
386	2	ETECS02 IDH2_2	A	2	SW197746-5	0.2777778	SW218076-3	50	Compound			138480	-93.45908
387	2	ETECS02 IDH2_2	A	3	SW197746-5	0.154321	SW218076-3	50	Compound			181760	-90.78437
388	2	ETECS02 IDH2_2	A	4	SW197746-5	0.08573388	SW218076-3	50	Compound			244840	-86.88602
389	2	ETECS02 IDH2_2	A	5	SW197746-5	0.04762993	SW218076-3	50	Compound			318360	-82.34247
390	2	ETECS02 IDH2_2	A	6	SW197746-5	0.02646107	SW218076-3	50	Compound			285400	-84.3794
391	2	ETECS02 IDH2_2	A	7	SW197746-5	0.0147006	SW218076-3	50	Compound			332800	-81.45008
392	2	ETECS02 IDH2_2	A	8	SW197746-5	0	SW218076-3	50	Compound			335280	-81.29681
393	2	ETECS02 IDH2_2	A	9	SW197746-5	0.5	SW197450-6	10	Compound			309920	-82.86407
394	2	ETECS02 IDH2_2	A	10	SW197746-5	0.2777778	SW197450-6	10	Compound			380960	-78.47379
395	2	ETECS02 IDH2_2	A	11	SW197746-5	0.154321	SW197450-6	10	Compound			405760	-76.94114
396	2	ETECS02 IDH2_2	A	12	SW197746-5	0.08573388	SW197450-6	10	Compound			381200	-78.45895
397	2	ETECS02 IDH2_2	A	13	SW197746-5	0.04762993	SW197450-6	10	Compound			426760	-75.64334
398	2	ETECS02 IDH2_2	A	14	SW197746-5	0.02646107	SW197450-6	10	Compound			448960	-74.27138
399	2	ETECS02 IDH2_2	A	15	SW197746-5	0.0147006	SW197450-6	10	Compound			430200	-75.43075
400	2	ETECS02 IDH2_2	A	16	SW197746-5	0	SW197450-6	10	Compound			503800	-70.88226
401	2	ETECS02 IDH2_2	A	17	SW197746-5	0.5	SW219672-2	25	Compound			15320	-101.0704
402	2	ETECS02 IDH2_2	A	18	SW197746-5	0.2777778	SW219672-2	25	Compound			8760	-101.4758
403	2	ETECS02 IDH2_2	A	19	SW197746-5	0.154321	SW219672-2	25	Compound			11320	-101.3176
404	2	ETECS02 IDH2_2	A	20	SW197746-5	0.08573388	SW219672-2	25	Compound			8960	-101.4634
405	2	ETECS02 IDH2_2	A	21	SW197746-5	0.04762993	SW219672-2	25	Compound			9920	-101.4041
406	2	ETECS02 IDH2_2	A	22	SW197746-5	0.02646107	SW219672-2	25	Compound			10640	-101.3596
407	2	ETECS02 IDH2_2	A	23	SW197746-5	0.0147006	SW219672-2	25	Compound			12640	-101.236
408	2	ETECS02 IDH2_2	A	24	SW197746-5	0	SW219672-2	25	Compound			8160	-101.5129
409	2	ETECS02 IDH2_2	B	1	SW197746-5	0.5	SW218076-3	20.83333	Compound			230800	-87.75369
410	2	ETECS02 IDH2_2	B	2	SW197746-5	0.2777778	SW218076-3	20.83333	Compound			228280	-87.90942
411	2	ETECS02 IDH2_2	B	3	SW197746-5	0.154321	SW218076-3	20.83333	Compound			234400	-87.53121
412	2	ETECS02 IDH2_2	B	4	SW197746-5	0.08573388	SW218076-3	20.83333	Compound			311240	-82.78249
413	2	ETECS02 IDH2_2	B	5	SW197746-5	0.04762993	SW218076-3	20.83333	Compound			422240	-75.92268
414	2	ETECS02 IDH2_2	B	6	SW197746-5	0.02646107	SW218076-3	20.83333	Compound			574680	-66.50187
415	2	ETECS02 IDH2_2	B	7	SW197746-5	0.0147006	SW218076-3	20.83333	Compound			600320	-64.91731
416	2	ETECS02 IDH2_2	B	8	SW197746-5	0	SW218076-3	20.83333	Compound			672160	-60.47759
417	2	ETECS02 IDH2_2	B	9	SW197746-5	0.5	SW197450-6	3.164557	Compound			432000	-75.3195
418	2	ETECS02 IDH2_2	B	10	SW197746-5	0.2777778	SW197450-6	3.164557	Compound			471800	-72.85986
419	2	ETECS02 IDH2_2	B	11	SW197746-5	0.154321	SW197450-6	3.164557	Compound			535200	-68.94173
420	2	ETECS02 IDH2_2	B	12	SW197746-5	0.08573388	SW197450-6	3.164557	Compound			560280	-67.39178
421	2	ETECS02 IDH2_2	B	13	SW197746-5	0.04762993	SW197450-6	3.164557	Compound			597240	-65.10766
422	2	ETECS02 IDH2_2	B	14	SW197746-5	0.02646107	SW197450-6	3.164557	Compound			705520	-58.41594
423	2	ETECS02 IDH2_2	B	15	SW197746-5	0.0147006	SW197450-6	3.164557	Compound			699800	-58.76944
424	2	ETECS02 IDH2_2	B	16	SW197746-5	0	SW197450-6	3.164557	Compound			752320	-55.52369
425	2	ETECS02 IDH2_2	B	17	SW197746-5	0.5	SW219672-2	16.66667	Compound			85600	-96.72707
426	2	ETECS02 IDH2_2	B	18	SW197746-5	0.2777778	SW219672-2	16.66667	Compound			67200	-97.86419
427	2	ETECS02 IDH2_2	B	19	SW197746-5	0.154321	SW219672-2	16.66667	Compound			79800	-97.08551
428	2	ETECS02 IDH2_2	B	20	SW197746-5	0.08573388	SW219672-2	16.66667	Compound			83360	-96.8655
429	2	ETECS02 IDH2_2	B	21	SW197746-5	0.04762993	SW219672-2	16.66667	Compound			74640	-97.4044
430	2	ETECS02 IDH2_2	B	22	SW197746-5	0.02646107	SW219672-2	16.66667	Compound			66320	-97.91857
431	2	ETECS02 IDH2_2	B	23	SW197746-5	0.0147006	SW219672-2	16.66667	Compound			76800	-97.2709
432	2	ETECS02 IDH2_2	B	24	SW197746-5	0	SW219672-2	16.66667	Compound			75200	-97.36979
433	2	ETECS02 IDH2_2	C	1	SW197746-5	0.5	SW218076-3	8.680555	Compound			337720	-81.14602
434	2	ETECS02 IDH2_2	C	2	SW197746-5	0.2777778	SW218076-3	8.680555	Compound			305440	-83.14093
435	2	ETECS02 IDH2_2	C	3	SW197746-5	0.154321	SW218076-3	8.680555	Compound			290120	-84.08771
436	2	ETECS02 IDH2_2	C	4	SW197746-5	0.08573388	SW218076-3	8.680555	Compound			268320	-85.43495
437	2	ETECS02 IDH2_2	C	5	SW197746-5	0.04762993	SW218076-3	8.680555	Compound			348800	-80.46127
438	2	ETECS02 IDH2_2	C	6	SW197746-5	0.02646107	SW218076-3	8.680555	Compound			525240	-69.55727
439	2	ETECS02 IDH2_2	C	7	SW197746-5	0.0147006	SW218076-3	8.680555	Compound			670000	-60.61108
440	2	ETECS02 IDH2_2	C	8	SW197746-5	0	SW218076-3	8.680555	Compound			874760	-47.95689
441	2	ETECS02 IDH2_2	C	9	SW197746-5	0.5	SW197450-6	1.001442	Compound			579120	-66.22748
442	2	ETECS02 IDH2_2	C	10	SW197746-5	0.2777778	SW197450-6	1.001442	Compound			648240	-61.95585
443	2	ETECS02 IDH2_2	C	11	SW197746-5	0.154321	SW197450-6	1.001442	Compound			690240	-59.36024
444	2	ETECS02 IDH2_2	C	12	SW197746-5	0.08573388	SW197450-6	1.001442	Compound			775560	-54.08746
445	2	ETECS02 IDH2_2	C	13	SW197746-5	0.04762993	SW197450-6	1.001442	Compound			755080	-55.35313
446	2	ETECS02 IDH2_2	C	14	SW197746-5	0.02646107	SW197450-6	1.001442	Compound			853200	-49.2893
447	2	ETECS02 IDH2_2	C	15	SW197746-5	0.0147006	SW197450-6	1.001442	Compound			825000	-51.03206
448	2	ETECS02 IDH2_2	C	16	SW197746-5	0	SW197450-6	1.001442	Compound			879040	-47.69238
449	2	ETECS02 IDH2_2	C	17	SW197746-5	0.5	SW219672-2	11.11111	Compound			300560	-83.44251
450	2	ETECS02 IDH2_2	C	18	SW197746-5	0.2777778	SW219672-2	11.11111	Compound			311600	-82.76024
451	2	ETECS02 IDH2_2	C	19	SW197746-5	0.154321	SW219672-2	11.11111	Compound			284040	-84.46346
452	2	ETECS02 IDH2_2	C	20	SW197746-5	0.08573388	SW219672-2	11.11111	Compound			371480	-79.05965
453	2	ETECS02 IDH2_2	C	21	SW197746-5	0.04762993	SW219672-2	11.11111	Compound			457760	-73.72754
454	2	ETECS02 IDH2_2	C	22	SW197746-5	0.02646107	SW219672-2	11.11111	Compound			482760	-72.18253
455	2	ETECS02 IDH2_2	C	23	SW197746-5	0.0147006	SW219672-2	11.11111	Compound			488120	-71.85129
456	2	ETECS02 IDH2_2	C	24	SW197746-5	0	SW219672-2	11.11111	Compound			470400	-72.94638
457	2	ETECS02 IDH2_2	D	1	SW197746-5	0.5	SW218076-3	3.616898	Compound			436480	-75.04264
458	2	ETECS02 IDH2_2	D	2	SW197746-5	0.2777778	SW218076-3	3.616898	Compound			378160	-78.64683
459	2	ETECS02 IDH2_2	D	3	SW197746-5	0.154321	SW218076-3	3.616898	Compound			359640	-79.79137
460	2	ETECS02 IDH2_2	D	4	SW197746-5	0.08573388	SW218076-3	3.616898	Compound			340320	-80.98534
461	2	ETECS02 IDH2_2	D	5	SW197746-5	0.04762993	SW218076-3	3.616898	Compound			352800	-80.21407
462	2	ETECS02 IDH2_2	D	6	SW197746-5	0.02646107	SW218076-3	3.616898	Compound			515520	-70.15796
463	2	ETECS02 IDH2_2	D	7	SW197746-5	0.0147006	SW218076-3	3.616898	Compound			760800	-54.99963
464	2	ETECS02 IDH2_2	D	8	SW197746-5	0	SW218076-3	3.616898	Compound			1039720	-37.76234
465	2	ETECS02 IDH2_2	D	9	SW197746-5	0.5	SW197450-6	0.3169121	Compound			745080	-55.97113
466	2	ETECS02 IDH2_2	D	10	SW197746-5	0.2777778	SW197450-6	0.3169121	Compound			833640	-50.49811
467	2	ETECS02 IDH2_2	D	11	SW197746-5	0.154321	SW197450-6	0.3169121	Compound			840960	-50.04573
468	2	ETECS02 IDH2_2	D	12	SW197746-5	0.08573388	SW197450-6	0.3169121	Compound			818480	-51.435
469	2	ETECS02 IDH2_2	D	13	SW197746-5	0.04762993	SW197450-6	0.3169121	Compound			864880	-48.56747
470	2	ETECS02 IDH2_2	D	14	SW197746-5	0.02646107	SW197450-6	0.3169121	Compound			868760	-48.32769
471	2	ETECS02 IDH2_2	D	15	SW197746-5	0.0147006	SW197450-6	0.3169121	Compound			867320	-48.41668
472	2	ETECS02 IDH2_2	D	16	SW197746-5	0	SW197450-6	0.3169121	Compound			879600	-47.65778
473	2	ETECS02 IDH2_2	D	17	SW197746-5	0.5	SW219672-2	7.407407	Compound			398520	-77.38857
474	2	ETECS02 IDH2_2	D	18	SW197746-5	0.2777778	SW219672-2	7.407407	Compound			497440	-71.27531
475	2	ETECS02 IDH2_2	D	19	SW197746-5	0.154321	SW219672-2	7.407407	Compound			477000	-72.53851
476	2	ETECS02 IDH2_2	D	20	SW197746-5	0.08573388	SW219672-2	7.407407	Compound			629560	-63.11028
477	2	ETECS02 IDH2_2	D	21	SW197746-5	0.04762993	SW219672-2	7.407407	Compound			765360	-54.71782
478	2	ETECS02 IDH2_2	D	22	SW197746-5	0.02646107	SW219672-2	7.407407	Compound			1189520	-28.50468
479	2	ETECS02 IDH2_2	D	23	SW197746-5	0.0147006	SW219672-2	7.407407	Compound			1307160	-21.23452
480	2	ETECS02 IDH2_2	D	24	SW197746-5	0	SW219672-2	7.407407	Compound			1153400	-30.7369
481	2	ETECS02 IDH2_2	E	1	SW197746-5	0.5	SW218076-3	1.507041	Compound			458960	-73.65337
482	2	ETECS02 IDH2_2	E	2	SW197746-5	0.2777778	SW218076-3	1.507041	Compound			420440	-76.03391
483	2	ETECS02 IDH2_2	E	3	SW197746-5	0.154321	SW218076-3	1.507041	Compound			415040	-76.36764
484	2	ETECS02 IDH2_2	E	4	SW197746-5	0.08573388	SW218076-3	1.507041	Compound			419240	-76.10808
485	2	ETECS02 IDH2_2	E	5	SW197746-5	0.04762993	SW218076-3	1.507041	Compound			486840	-71.93039
486	2	ETECS02 IDH2_2	E	6	SW197746-5	0.02646107	SW218076-3	1.507041	Compound			639240	-62.51205
487	2	ETECS02 IDH2_2	E	7	SW197746-5	0.0147006	SW218076-3	1.507041	Compound			855560	-49.14345
488	2	ETECS02 IDH2_2	E	8	SW197746-5	0	SW218076-3	1.507041	Compound			1386400	-16.33748
489	2	ETECS02 IDH2_2	E	9	SW197746-5	0.5	SW197450-6	0.1002886	Compound			636440	-62.68509
490	2	ETECS02 IDH2_2	E	10	SW197746-5	0.2777778	SW197450-6	0.1002886	Compound			755160	-55.34818
491	2	ETECS02 IDH2_2	E	11	SW197746-5	0.154321	SW197450-6	0.1002886	Compound			833520	-50.50552
492	2	ETECS02 IDH2_2	E	12	SW197746-5	0.08573388	SW197450-6	0.1002886	Compound			856320	-49.09648
493	2	ETECS02 IDH2_2	E	13	SW197746-5	0.04762993	SW197450-6	0.1002886	Compound			859160	-48.92097
494	2	ETECS02 IDH2_2	E	14	SW197746-5	0.02646107	SW197450-6	0.1002886	Compound			898120	-46.51324
495	2	ETECS02 IDH2_2	E	15	SW197746-5	0.0147006	SW197450-6	0.1002886	Compound			998520	-40.30851
496	2	ETECS02 IDH2_2	E	16	SW197746-5	0	SW197450-6	0.1002886	Compound			1027920	-38.49158
497	2	ETECS02 IDH2_2	E	17	SW197746-5	0.5	SW219672-2	4.938272	Compound			514720	-70.20741
498	2	ETECS02 IDH2_2	E	18	SW197746-5	0.2777778	SW219672-2	4.938272	Compound			581280	-66.09399
499	2	ETECS02 IDH2_2	E	19	SW197746-5	0.154321	SW219672-2	4.938272	Compound			679160	-60.04499
500	2	ETECS02 IDH2_2	E	20	SW197746-5	0.08573388	SW219672-2	4.938272	Compound			842440	-49.95427
501	2	ETECS02 IDH2_2	E	21	SW197746-5	0.04762993	SW219672-2	4.938272	Compound			1166640	-29.91867
502	2	ETECS02 IDH2_2	E	22	SW197746-5	0.02646107	SW219672-2	4.938272	Compound			1363680	-17.74158
503	2	ETECS02 IDH2_2	E	23	SW197746-5	0.0147006	SW219672-2	4.938272	Compound			1691760	2.533805
504	2	ETECS02 IDH2_2	E	24	SW197746-5	0	SW219672-2	4.938272	Compound			1532960	-7.280054
